ID,householdID,communityID,HH_weight,HH_weight_ad1,INDV_weight,INDV_weight_ad2,versionID
064028126002,0640281260,0640281,27154.194325710134,28863.199562992595,57726.39912598519,65810.54948192254,20200914
064028125001,0640281250,0640281,37714.15625,40087.774475524486,38232.359375,53198.41487920803,20200914
064028114002,0640281140,0640281,37714.15625,40087.774475524486,38523.44140625,44243.84828692678,20200914
064028114001,0640281140,0640281,37714.15625,40087.774475524486,38183.0703125,42764.09368292236,20200914
064028122001,0640281220,0640281,37714.15625,40087.774475524486,38461.25390625,44480.87883946421,20200914
064028122002,0640281220,0640281,37714.15625,40087.774475524486,38461.25390625,43847.464793532694,20200914
064028104001,0640281040,0640281,37714.15625,40087.774475524486,38483.99609375,44535.90671099261,20200914
064028104002,0640281040,0640281,37714.15625,40087.774475524486,38160.21484375,43008.77704109267,20200914
064028113002,0640281130,0640281,37714.15625,40087.774475524486,38169.21875,43018.92496604515,20200914
064028113001,0640281130,0640281,37714.15625,40087.774475524486,38507.42578125,44280.67693652118,20200914
064028208002,0640282080,0640282,24339.626953125,25871.491586538465,24634.783203125,27618.891124184436,20200914
064028208001,0640282080,0640282,24339.626953125,25871.491586538465,24849.03125,28574.538615420555,20200914
064028218002,0640282180,0640282,24339.626953125,25871.491586538465,24833.982421875,28720.783932353825,20200914
064028218001,0640282180,0640282,24339.626953125,25871.491586538465,24624.63671875,27738.54375147167,20200914
064028217001,0640282170,0640282,24339.626953125,25871.491586538465,24634.783203125,27618.891124184436,20200914
064028217002,0640282170,0640282,24339.626953125,25871.491586538465,24846.48828125,28571.614390406965,20200914
064028223001,0640282230,0640282,24339.626953125,25871.491586538465,49643.56640625,57413.35079344536,20200914
064028223002,0640282230,0640282,24339.626953125,25871.491586538465,49643.56640625,56595.77650612493,20200914
064028205001,0640282050,0640282,24339.626953125,25871.491586538465,24908.224609375,31095.13143743405,20200914
064028203001,0640282030,0640282,24339.626953125,25871.491586538465,24628.94140625,27758.246488830515,20200914
