ID,householdID,communityID,HHmemberID,za006,a006,za002,a002,za003_1,a003_1,a003_2,a004,a009,a013,a014,a015,versionID
034676120002,0346761200,0346761,4,9,9,1,,2008,,,6,1,,,,20151118
034676123002,0346761230,0346761,4,8,8,2,,1989,,,1,1,2,,4,20151118
034676123002,0346761230,0346761,6,8,8,2,,1981,,,1,1,2,,5,20151118
034676123002,0346761230,0346761,7,9,9,1,,2004,,,6,1,1,4,,20151118
034676123002,0346761230,0346761,8,9,9,1,,2011,,,6,1,,,,20151118
034676123002,0346761230,0346761,9,,9,,2,,2013,2,6,1,,,,20151118
034676125001,0346761250,0346761,4,,8,,2,,1973,10,1,1,2,,2,20151118
034676125001,0346761250,0346761,5,,9,,1,,1994,1,6,1,1,17,,20151118
034676202001,0346762020,0346762,6,8,8,2,,1987,,,1,1,2,,7,20151118
034676202001,0346762020,0346762,7,,9,,2,,2011,12,6,1,,,,20151118
034676202001,0346762020,0346762,8,,12,,2,,2008,11,6,1,,,,20151118
034676210001,0346762100,0346762,1,8,8,2,,1967,,,1,1,2,,2,20151118
034676210001,0346762100,0346762,2,9,9,1,,1988,,,1,1,2,,5,20151118
034676210001,0346762100,0346762,3,9,9,1,,1990,,,1,1,2,,5,20151118
034676213001,0346762130,0346762,5,,8,,2,,1990,7,1,1,2,,,20151118
034676216001,0346762160,0346762,3,9,9,2,,2007,,,6,1,,,,20151118
034676217002,0346762170,0346762,4,8,8,2,,1983,,,1,1,2,,5,20151118
034676217002,0346762170,0346762,5,9,9,2,,2007,,,6,1,,,,20151118
034676217002,0346762170,0346762,6,9,9,1,,2011,,,6,1,,,,20151118
034676218001,0346762180,0346762,3,8,8,2,,1985,,,1,1,2,,5,20151118
034676218001,0346762180,0346762,4,9,9,2,,2008,,,6,1,,,,20151118
034676218001,0346762180,0346762,5,9,9,1,,2010,,,6,1,,,,20151118
034676219002,0346762190,0346762,4,8,8,2,,1976,,,1,1,2,,4,20151118
034676219002,0346762190,0346762,5,9,9,1,,2001,,,6,1,1,5,,20151118
034676219002,0346762190,0346762,6,9,9,1,,2007,,,6,1,,,,20151118
034676223001,0346762230,0346762,4,,8,,2,,1987,,1,1,2,,,20151118
034676224001,0346762240,0346762,3,9,9,2,,2008,,,6,1,,,,20151118
034676225002,0346762250,0346762,4,8,8,2,,1980,,,1,1,2,,4,20151118
034676225002,0346762250,0346762,5,9,9,2,,2003,,,6,1,1,3,,20151118
034676225002,0346762250,0346762,6,9,9,2,,2010,,,6,1,,,,20151118
034676230002,0346762300,0346762,3,,9,,2,,2005,6,6,1,1,2,,20151118
034676231001,0346762310,0346762,4,,12,,2,,,,,,,,,20151118
034676231001,0346762310,0346762,5,,,,2,,,,,,,,,20151118
034676302002,0346763020,0346763,5,8,8,2,,1985,,,1,1,2,,5,20151118
034676302002,0346763020,0346763,6,9,9,2,,2007,,,6,1,,,,20151118
034676302002,0346763020,0346763,7,9,9,1,,2011,,,6,1,,,,20151118
034676306001,0346763060,0346763,2,8,8,2,,1960,,,1,1,2,,2,20151118
034676307002,0346763070,0346763,4,8,8,2,,1991,,,1,1,2,,6,20151118
034676307002,0346763070,0346763,5,9,9,1,,2009,,,6,4,,,,20151118
034676307002,0346763070,0346763,7,8,8,2,,1981,,,1,1,2,,5,20151118
034676307002,0346763070,0346763,8,9,9,1,,2008,,,6,1,,,,20151118
034676308002,0346763080,0346763,3,,9,,2,,2012,4,6,1,,,,20151118
034676312002,0346763120,0346763,4,,8,,2,,1989,7,1,4,2,,6,20151118
034676312002,0346763120,0346763,5,,9,,1,,2013,2,6,4,,,,20151118
034676328002,0346763280,0346763,3,9,9,2,,2007,,,6,1,,,,20151118
034676328002,0346763280,0346763,4,9,9,2,,2003,,,6,1,1,4,,20151118
034676328002,0346763280,0346763,5,8,8,1,,1976,,,1,1,2,,4,20151118
046746101001,0467461010,0467461,6,9,9,2,,2010,,,6,1,,,,20151118
046746101001,0467461010,0467461,7,8,8,2,,1981,,,1,1,2,,1,20151118
046746102001,0467461020,0467461,4,8,8,2,,1984,,,1,1,2,,1,20151118
046746102001,0467461020,0467461,6,9,9,2,,2008,,,6,1,,,,20151118
046746102001,0467461020,0467461,7,9,9,1,,2010,,,6,1,,,,20151118
046746102001,0467461020,0467461,8,10,,2,,2005,,,,,,,,20151118
046746103002,0467461030,0467461,4,8,8,2,,1989,,,1,1,2,,1,20151118
046746103002,0467461030,0467461,5,9,9,1,,2011,,,6,1,,,,20151118
046746104002,0467461040,0467461,4,8,8,2,,1978,,,1,1,2,,1,20151118
046746104002,0467461040,0467461,5,9,9,1,,2000,,,6,1,1,7,,20151118
046746104002,0467461040,0467461,6,,9,,2,,2011,11,6,1,,,,20151118
046746106002,0467461060,0467461,4,8,8,1,,1978,,,1,1,2,,5,20151118
046746106002,0467461060,0467461,5,9,9,1,,2007,,,6,1,,,,20151118
046746108002,0467461080,0467461,6,8,8,2,,1980,,,1,1,2,,1,20151118
046746108002,0467461080,0467461,7,9,9,2,,2000,,,6,1,1,3,,20151118
046746108002,0467461080,0467461,8,9,9,1,,2006,,,6,1,1,1,,20151118
046746110001,0467461100,0467461,2,8,8,2,,1970,,,1,1,2,,4,20151118
046746110001,0467461100,0467461,4,9,9,1,,1996,,,6,1,1,11,,20151118
046746110001,0467461100,0467461,5,9,9,2,,1996,,,6,1,2,,5,20151118
046746111002,0467461110,0467461,4,8,8,2,,1985,,,1,1,2,,4,20151118
046746111002,0467461110,0467461,5,9,9,2,,2006,,,6,1,1,1,,20151118
046746111002,0467461110,0467461,7,,8,,2,,1987,4,1,1,2,,4,20151118
046746111002,0467461110,0467461,8,,9,,2,,2012,4,6,1,,,,20151118
046746112002,0467461120,0467461,4,9,9,2,,2000,,,6,1,1,7,,20151118
046746118001,0467461180,0467461,4,8,8,2,,1983,,,1,1,2,,1,20151118
046746121001,0467461210,0467461,4,8,8,2,,1979,,,1,1,2,,2,20151118
046746121001,0467461210,0467461,5,9,9,2,,2001,,,6,1,1,4,,20151118
046746121001,0467461210,0467461,6,9,9,2,,2008,,,6,1,,,,20151118
046746122001,0467461220,0467461,3,8,8,2,,1967,,,1,1,2,,4,20151118
046746122001,0467461220,0467461,4,9,9,1,,1989,,,6,1,2,,9,20151118
046746124002,0467461240,0467461,4,8,8,2,,1981,,,1,1,2,,1,20151118
046746124002,0467461240,0467461,5,9,9,1,,2008,,,6,1,,,,20151118
046746124002,0467461240,0467461,6,9,9,2,,2003,,,6,1,1,5,,20151118
046746125001,0467461250,0467461,4,8,8,2,,1982,,,1,1,2,,1,20151118
046746125001,0467461250,0467461,5,9,9,1,,2009,,,6,1,,,,20151118
046746127001,0467461270,0467461,3,8,8,2,,1976,,,1,1,2,,1,20151118
046746127001,0467461270,0467461,4,9,9,1,,2002,,,6,1,1,5,,20151118
046746127001,0467461270,0467461,5,9,9,2,,1999,,,6,1,1,7,,20151118
046746130002,0467461300,0467461,4,8,8,2,,1988,,,1,1,2,,1,20151118
046746130002,0467461300,0467461,5,9,9,1,,2008,,,6,1,,,,20151118
046746130002,0467461300,0467461,6,9,9,2,,2011,,,6,1,,,,20151118
046746131001,0467461310,0467461,3,,12,,2,,2001,2,6,1,1,7,,20151118
046746203001,0467462030,0467462,6,,8,,2,,1989,4,1,1,2,,5,20151118
046746204001,0467462040,0467462,4,8,8,2,,1987,,,1,1,2,,5,20151118
046746204001,0467462040,0467462,5,9,9,1,,2007,,,6,1,,,,20151118
046746205002,0467462050,0467462,4,8,8,2,,1984,,,1,1,2,,2,20151118
046746205002,0467462050,0467462,5,9,9,1,,2005,,,6,1,1,1,,20151118
046746208001,0467462080,0467462,3,8,8,2,,1970,,,1,1,2,,2,20151118
046746208001,0467462080,0467462,4,9,9,1,,1995,,,6,1,1,13,,20151118
046746208001,0467462080,0467462,5,9,9,1,,2000,,,6,1,1,6,,20151118
046746209002,0467462090,0467462,4,8,8,2,,1985,,,1,1,2,,2,20151118
046746209002,0467462090,0467462,5,9,9,2,,2005,,,6,1,1,1,,20151118
046746212001,0467462120,0467462,4,,9,,1,,2004,12,6,1,1,1,,20151118
046746213001,0467462130,0467462,3,,8,,2,,,,2,1,,,,20151118
046746213001,0467462130,0467462,4,,9,,1,,2008,2,6,1,,,,20151118
046746216002,0467462160,0467462,5,8,8,2,,1988,,,1,1,2,,5,20151118
046746216002,0467462160,0467462,6,8,8,2,,1988,,,1,1,2,,5,20151118
046746217002,0467462170,0467462,5,,8,,2,,1986,8,1,1,2,,5,20151118
046746217002,0467462170,0467462,6,,9,,1,,2013,1,6,1,,,,20151118
046746218001,0467462180,0467462,6,8,8,2,,1984,,,1,2,2,,9,20151118
046746218001,0467462180,0467462,7,9,9,1,,2007,,,6,2,,,,20151118
046746220002,0467462200,0467462,3,9,9,2,,2005,,,6,1,1,2,,20151118
046746220002,0467462200,0467462,6,8,8,2,,1983,,,1,1,2,,5,20151118
046746221001,0467462210,0467462,3,8,8,2,,1968,,,1,1,2,,2,20151118
046746221001,0467462210,0467462,4,9,9,1,,1994,,,6,1,2,,5,20151118
046746221001,0467462210,0467462,5,9,9,2,,2000,,,6,1,1,6,,20151118
046746222002,0467462220,0467462,3,9,9,1,,1990,,,6,1,2,,4,20151118
046746222002,0467462220,0467462,4,9,9,2,,1998,,,6,1,1,8,,20151118
046746222002,0467462220,0467462,6,8,8,2,,1969,,,1,1,2,,2,20151118
046746222002,0467462220,0467462,7,9,9,1,,1988,,,6,1,2,,5,20151118
046746223001,0467462230,0467462,7,8,8,2,,1987,,,1,,2,,5,20151118
046746223001,0467462230,0467462,8,9,9,1,,2010,,,6,1,,,,20151118
046746224001,0467462240,0467462,3,8,8,2,,1982,,,1,1,2,,4,20151118
046746224001,0467462240,0467462,4,9,9,1,,2005,,,6,1,1,1,,20151118
046746224001,0467462240,0467462,5,,9,,1,,2011,12,6,1,,,,20151118
046746225002,0467462250,0467462,4,8,8,2,,1984,,,1,1,2,,4,20151118
046746225002,0467462250,0467462,5,9,9,2,,2008,,,6,1,,,,20151118
046746226001,0467462260,0467462,3,9,9,1,,2007,,,6,1,,,,20151118
046746226001,0467462260,0467462,4,9,9,2,,1998,,,6,1,1,9,,20151118
046746228002,0467462280,0467462,5,9,9,1,,2010,,,6,1,,,,20151118
046746229002,0467462290,0467462,4,8,8,2,,1981,,,2,1,2,,1,20151118
046746229002,0467462290,0467462,5,9,9,1,,2002,,,6,1,1,4,,20151118
046746229002,0467462290,0467462,6,9,9,1,,2009,,,6,1,,,,20151118
046746232001,0467462320,0467462,4,,9,,1,,2006,2,6,1,1,1,,20151118
046746232001,0467462320,0467462,6,,8,,1,,1980,4,1,1,2,,4,20151118
046746301001,0467463010,0467463,5,8,8,2,,1978,,,1,1,2,,2,20151118
046746301001,0467463010,0467463,6,9,9,1,,1999,,,6,1,1,8,,20151118
046746301001,0467463010,0467463,7,9,9,1,,2005,,,6,1,1,2,,20151118
046746302001,0467463020,0467463,5,9,9,1,,2006,,,6,1,1,1,,20151118
046746304002,0467463040,0467463,4,8,8,2,,1968,,,1,1,2,,4,20151118
046746304002,0467463040,0467463,5,9,,2,,1993,,,,,,,,20151118
046746304002,0467463040,0467463,6,9,9,1,,1990,,,6,2,2,,9,20151118
046746304002,0467463040,0467463,7,9,9,2,,1990,,,6,1,2,,8,20151118
046746305001,0467463050,0467463,1,8,8,1,,1962,,,1,1,2,,2,20151118
046746306002,0467463060,0467463,3,9,9,1,,2008,,,6,1,,,,20151118
046746307002,0467463070,0467463,4,8,8,2,,1974,,,1,1,2,,4,20151118
046746307002,0467463070,0467463,5,9,9,1,,2008,,,6,1,,,,20151118
046746307002,0467463070,0467463,6,9,9,2,,2011,,,6,1,,,,20151118
046746309002,0467463090,0467463,3,9,9,1,,2006,,,6,1,1,1,,20151118
046746310001,0467463100,0467463,4,,9,,1,,2011,5,6,1,,,,20151118
046746311001,0467463110,0467463,3,8,8,2,,1989,,,1,1,2,,5,20151118
046746311001,0467463110,0467463,4,,9,,2,,2012,4,6,1,,,,20151118
046746312002,0467463120,0467463,6,9,9,2,,2010,,,6,1,,,,20151118
046746315002,0467463150,0467463,4,8,8,2,,1984,,,1,1,2,,5,20151118
046746316001,0467463160,0467463,3,8,8,2,,1979,,,1,1,2,,2,20151118
046746316001,0467463160,0467463,5,9,9,2,,2002,,,6,1,1,4,,20151118
046746316001,0467463160,0467463,6,9,9,2,,2011,,,6,1,,,,20151118
046746317002,0467463170,0467463,4,8,8,2,,1983,,,2,1,2,,5,20151118
046746317002,0467463170,0467463,5,9,9,1,,2006,,,6,1,1,1,,20151118
046746318002,0467463180,0467463,4,8,8,2,,1982,,,1,1,2,,5,20151118
046746318002,0467463180,0467463,5,9,9,1,,2004,,,6,1,1,3,,20151118
046746322001,0467463220,0467463,3,8,8,2,,1974,,,1,1,2,,5,20151118
046746322001,0467463220,0467463,4,9,9,2,,1996,,,6,1,1,13,,20151118
046746322001,0467463220,0467463,5,9,9,1,,2002,,,6,1,1,4,,20151118
046746324001,0467463240,0467463,4,8,8,2,,1974,,,1,1,2,,1,20151118
046746324001,0467463240,0467463,5,9,9,1,,1998,,,6,1,1,13,,20151118
046746324001,0467463240,0467463,6,9,9,2,,2003,,,6,1,1,1,,20151118
046746325001,0467463250,0467463,5,9,9,1,,1997,,,6,1,1,11,,20151118
046746325001,0467463250,0467463,6,9,9,2,,2003,,,6,1,1,4,,20151118
046746326001,0467463260,0467463,3,8,8,2,,1984,,,1,1,2,,,20151118
046746326001,0467463260,0467463,4,9,9,1,,2008,,,6,1,,,,20151118
046746327001,0467463270,0467463,4,8,8,2,,1987,,,1,1,2,,4,20151118
046746327001,0467463270,0467463,5,9,9,1,,2009,,,6,1,,,,20151118
046746328001,0467463280,0467463,3,8,8,2,,1976,,,2,1,2,,2,20151118
046746328001,0467463280,0467463,4,9,9,1,,1998,,,6,1,1,11,,20151118
046746329002,0467463290,0467463,4,,9,,1,,2012,5,6,1,,,,20151118
046746331002,0467463310,0467463,5,,8,,2,,1981,,1,2,2,,5,20151118
046746331002,0467463310,0467463,6,,9,,1,,2005,3,6,1,1,2,,20151118
046746331002,0467463310,0467463,8,,8,,2,,1986,10,1,2,2,,9,20151118
051606104002,0516061040,0516061,3,9,9,1,,1989,,,6,1,2,,7,20151118
051606104002,0516061040,0516061,5,,8,,2,,,,1,1,,,,20151118
051606108001,0516061080,0516061,3,,9,,1,,1998,11,6,1,1,7,,20151118
051606110001,0516061100,0516061,3,,8,,2,,1972,5,1,1,2,,4,20151118
051606110001,0516061100,0516061,4,,9,,1,,1994,11,6,1,1,17,,20151118
051606110001,0516061100,0516061,5,,9,,1,,2012,5,6,1,,,,20151118
051606120001,0516061200,0516061,2,9,9,1,,2007,,,6,1,,,,20151118
051606121001,0516061210,0516061,3,9,9,2,,2002,,,6,1,1,6,,20151118
051606121001,0516061210,0516061,4,9,9,1,,2000,,,6,1,1,6,,20151118
051606121001,0516061210,0516061,5,,9,,2,,2007,7,6,1,,,,20151118
051606125001,0516061250,0516061,2,,7,,1,,1974,12,1,1,2,,2,20151118
051606125001,0516061250,0516061,3,,8,,2,,,,1,1,,,,20151118
051606125001,0516061250,0516061,4,,9,,1,,2003,10,6,1,1,2,,20151118
051606201002,0516062010,0516062,7,9,9,2,,2010,,,6,1,,,,20151118
051606201002,0516062010,0516062,8,,9,,1,,2012,8,6,1,,,,20151118
051606202001,0516062020,0516062,3,9,9,1,,1997,,,6,1,2,,4,20151118
051606202001,0516062020,0516062,4,9,9,2,,1995,,,6,1,1,19,,20151118
051606202001,0516062020,0516062,6,,8,,1,,1973,2,1,1,2,,4,20151118
051606203002,0516062030,0516062,4,9,9,1,,2000,,,6,1,1,7,,20151118
051606203002,0516062030,0516062,5,9,9,2,,2005,,,6,1,1,2,,20151118
051606206002,0516062060,0516062,3,9,9,1,,2002,,,6,1,1,4,,20151118
051606206002,0516062060,0516062,4,9,9,2,,2006,,,6,1,1,1,,20151118
051606206002,0516062060,0516062,5,9,12,2,,1996,,,6,1,1,12,,20151118
051606207001,0516062070,0516062,2,9,9,1,,1996,,,6,1,1,12,,20151118
051606207001,0516062070,0516062,3,9,9,1,,1999,,,6,1,1,7,,20151118
051606207001,0516062070,0516062,5,,8,,2,,1975,10,1,1,2,,4,20151118
051606208002,0516062080,0516062,3,9,9,2,,1996,,,6,1,1,12,,20151118
051606208002,0516062080,0516062,4,9,9,1,,2001,,,6,1,1,5,,20151118
051606208002,0516062080,0516062,5,9,9,1,,2001,,,6,1,1,2,,20151118
051606210001,0516062100,0516062,2,9,9,1,,1987,,,6,1,2,,5,20151118
051606211001,0516062110,0516062,3,9,9,2,,2005,,,6,1,1,3,,20151118
051606211001,0516062110,0516062,4,9,9,1,,2006,,,6,1,1,1,,20151118
051606212001,0516062120,0516062,3,9,9,2,,1996,,,6,1,2,,5,20151118
051606212001,0516062120,0516062,5,8,8,2,,1967,,,1,1,2,,2,20151118
051606213002,0516062130,0516062,3,9,9,1,,1998,,,6,1,2,,5,20151118
051606213002,0516062130,0516062,4,9,9,2,,2003,,,6,1,1,5,,20151118
051606214002,0516062140,0516062,5,9,9,2,,2001,,,6,1,1,6,,20151118
051606214002,0516062140,0516062,6,9,9,2,,2002,,,6,2,1,4,,20151118
051606214002,0516062140,0516062,7,9,9,1,,2006,,,6,1,1,1,,20151118
051606222001,0516062220,0516062,4,,8,,2,,,,1,1,,,,20151118
051606222001,0516062220,0516062,5,,9,,2,,1996,6,6,1,1,12,,20151118
051606222001,0516062220,0516062,6,,9,,2,,2005,1,6,1,1,2,,20151118
051606225001,0516062250,0516062,2,9,9,2,,1996,,,6,1,2,,4,20151118
051606225001,0516062250,0516062,3,9,9,1,,2008,,,6,1,,,,20151118
051606303001,0516063030,0516063,4,8,8,2,,1985,,,1,1,2,,5,20151118
051606303001,0516063030,0516063,5,9,9,2,,2008,,,6,1,,,,20151118
051606303001,0516063030,0516063,6,,9,,1,,2010,11,6,1,,,,20151118
051606305001,0516063050,0516063,2,9,9,2,,1998,,,6,1,1,11,,20151118
051606307002,0516063070,0516063,4,8,8,2,,1973,,,1,1,2,,4,20151118
051606307002,0516063070,0516063,5,,9,,2,,1996,1,6,1,1,11,,20151118
051606308001,0516063080,0516063,6,9,9,1,,2011,,,6,1,,,,20151118
051606310001,0516063100,0516063,2,8,8,2,,1966,,,1,1,2,,4,20151118
051606311002,0516063110,0516063,3,9,9,1,,2009,,,6,1,,,,20151118
051606312001,0516063120,0516063,4,9,9,2,,1997,,,6,1,1,11,,20151118
051606316002,0516063160,0516063,4,8,8,2,,1973,,,1,1,2,,2,20151118
051606316002,0516063160,0516063,5,9,9,2,,1995,,,6,1,2,,4,20151118
051606316002,0516063160,0516063,6,9,9,1,,2004,,,6,1,1,4,,20151118
051606319001,0516063190,0516063,3,9,9,2,,2001,,,6,1,1,6,,20151118
051606320001,0516063200,0516063,2,9,9,1,,1991,,,6,1,1,19,,20151118
051606320001,0516063200,0516063,3,9,9,2,,1995,,,6,1,1,13,,20151118
051606321002,0516063210,0516063,2,,12,,2,,,,1,1,,,,20151118
051606321002,0516063210,0516063,3,9,9,2,,2004,,,6,1,1,3,,20151118
051606328001,0516063280,0516063,3,,5,,1,,1968,5,4,1,2,,2,20151118
051606328001,0516063280,0516063,4,,12,,1,,1989,1,6,1,2,,5,20151118
054054104002,0540541040,0540541,4,8,8,2,,1971,,,1,1,2,,,20151118
054054104002,0540541040,0540541,5,9,9,2,,1998,,,6,1,1,14,,20151118
054054105001,0540541050,0540541,3,8,8,2,,,,,1,1,,,,20151118
054054105001,0540541050,0540541,4,9,9,2,,1998,,,6,1,1,9,,20151118
054054106001,0540541060,0540541,4,8,8,2,,1985,,,1,1,2,,7,20151118
054054106001,0540541060,0540541,5,9,9,2,,2009,,,6,1,,,,20151118
054054109002,0540541090,0540541,4,,8,,2,,1992,8,6,1,2,,5,20151118
054054109002,0540541090,0540541,5,,9,,1,,1998,5,6,1,1,11,,20151118
054054109002,0540541090,0540541,6,,9,,1,,2011,6,6,4,,,,20151118
054054110002,0540541100,0540541,5,9,9,1,,2003,,,6,1,1,4,,20151118
054054111002,0540541110,0540541,4,8,8,2,,1988,,,1,1,2,,5,20151118
054054111002,0540541110,0540541,5,9,9,1,,2009,,,1,1,,,,20151118
054054113002,0540541130,0540541,4,8,8,2,,1986,,,1,1,2,,4,20151118
054054113002,0540541130,0540541,5,9,9,2,,2006,,,6,1,1,1,,20151118
054054113002,0540541130,0540541,6,9,9,2,,2010,,,6,1,,,,20151118
054054115001,0540541150,0540541,4,8,8,2,,1977,,,1,1,2,,4,20151118
054054115001,0540541150,0540541,6,9,9,1,,2000,,,6,1,1,8,,20151118
054054115001,0540541150,0540541,7,9,9,1,,2002,,,6,1,1,6,,20151118
054054116002,0540541160,0540541,5,,8,,2,,1989,12,1,1,2,,7,20151118
054054116002,0540541160,0540541,6,,9,,1,,2013,5,6,1,,,,20151118
054054117001,0540541170,0540541,4,8,8,2,,1978,,,1,1,2,,4,20151118
054054117001,0540541170,0540541,5,9,9,1,,2010,,,6,1,,,,20151118
054054119001,0540541190,0540541,4,8,8,2,,1981,,,1,1,2,,4,20151118
054054119001,0540541190,0540541,5,9,9,2,,2005,,,6,1,1,2,,20151118
054054120002,0540541200,0540541,4,5,5,1,,,1965,6,6,1,2,,1,20151118
054054120002,0540541200,0540541,6,,9,,2,,2008,8,6,1,,,,20151118
054054120002,0540541200,0540541,7,,8,,1,,1968,7,1,1,2,,4,20151118
054054122002,0540541220,0540541,4,8,8,2,,1971,,,2,3,2,,4,20151118
054054122002,0540541220,0540541,5,9,9,2,,1996,,,6,3,1,11,,20151118
054054124002,0540541240,0540541,4,,8,,2,,1986,6,1,1,2,,,20151118
054054124002,0540541240,0540541,5,,9,,2,,2010,9,6,1,,,,20151118
054054125002,0540541250,0540541,4,,8,,2,,1973,7,1,1,2,,4,20151118
054054125002,0540541250,0540541,5,,9,,1,,1996,12,6,1,1,11,,20151118
054054126002,0540541260,0540541,4,,8,,2,,,,1,1,,,,20151118
054054126002,0540541260,0540541,5,,9,,1,,2007,12,6,1,,,,20151118
054054127002,0540541270,0540541,4,,9,,1,,2010,8,6,1,,,,20151118
054054201002,0540542010,0540542,4,8,8,2,,1976,,,1,1,2,,6,20151118
054054201002,0540542010,0540542,5,9,9,2,,2002,,,6,2,1,6,,20151118
054054205001,0540542050,0540542,4,8,8,2,,1958,,,1,3,2,,5,20151118
054054205001,0540542050,0540542,5,,12,,1,,2006,3,6,3,1,2,,20151118
054054207002,0540542070,0540542,5,9,9,2,,2008,,,6,1,,,,20151118
054054208001,0540542080,0540542,2,8,8,2,,1987,,,1,1,2,,2,20151118
054054208001,0540542080,0540542,4,9,9,1,,2009,,,6,1,,,,20151118
054054210001,0540542100,0540542,4,8,8,1,,1982,,,1,2,2,,8,20151118
054054210001,0540542100,0540542,5,,9,,2,,2011,11,6,2,,,,20151118
054054212001,0540542120,0540542,2,8,8,2,,1967,,,1,1,2,,4,20151118
054054216001,0540542160,0540542,2,10,12,2,,1989,,,1,1,2,,7,20151118
054054216001,0540542160,0540542,3,10,12,2,,2009,,,6,1,,,,20151118
054054216001,0540542160,0540542,4,5,5,1,,1956,,,4,1,2,,2,20151118
054054216001,0540542160,0540542,5,,12,,1,,,,1,1,,,,20151118
054054219001,0540542190,0540542,3,9,9,2,,1997,,,6,1,1,11,,20151118
054054219001,0540542190,0540542,4,9,9,2,,2005,,,6,1,1,3,,20151118
054054219001,0540542190,0540542,6,,8,,2,,1976,6,1,1,2,,4,20151118
054054220001,0540542200,0540542,3,,9,,2,,2009,9,6,3,,,,20151118
054054221002,0540542210,0540542,3,9,9,2,,2002,,,6,2,1,6,,20151118
054054221002,0540542210,0540542,4,9,9,2,,2004,,,6,2,1,4,,20151118
054054221002,0540542210,0540542,6,,8,,1,,1974,4,1,2,2,,8,20151118
054054221002,0540542210,0540542,8,,8,,1,,1975,10,1,2,2,,9,20151118
054054222001,0540542220,0540542,2,8,8,1,,1976,,,1,1,2,,7,20151118
054054222001,0540542220,0540542,5,9,9,1,,2000,,,6,2,1,7,,20151118
054054226002,0540542260,0540542,3,9,9,2,,1997,,,6,1,1,14,,20151118
054054226002,0540542260,0540542,4,9,9,1,,2006,,,6,1,1,1,,20151118
054054227001,0540542270,0540542,1,8,8,1,,1971,,,1,1,2,,2,20151118
054054227001,0540542270,0540542,5,,9,,2,,1997,3,6,1,1,11,,20151118
054054227001,0540542270,0540542,6,9,9,1,,1989,,,6,1,2,,5,20151118
054054229002,0540542290,0540542,4,9,9,1,,2007,,,6,1,,,,20151118
054054232003,0540542320,0540542,4,8,8,2,,1989,,,1,1,2,,,20151118
054054235002,0540542350,0540542,4,,8,,2,,1993,1,1,1,2,,7,20151118
054054235002,0540542350,0540542,5,,9,,2,,2013,7,6,4,,,,20151118
054054236001,0540542360,0540542,1,,12,,1,,1935,1,5,1,2,,1,20151118
054054236001,0540542360,0540542,3,,9,,1,,2000,5,6,1,1,7,,20151118
054054236001,0540542360,0540542,6,,8,,1,,1967,11,1,1,2,,4,20151118
054054238001,0540542380,0540542,4,,8,,2,,1994,7,1,1,2,,7,20151118
054054238001,0540542380,0540542,5,,9,,2,,2013,7,6,4,,,,20151118
054054240001,0540542400,0540542,3,,8,,2,,1966,4,1,1,2,,2,20151118
054054240001,0540542400,0540542,4,,9,,1,,1989,8,6,1,2,,5,20151118
054054241002,0540542410,0540542,4,,9,,2,,1997,12,6,1,1,9,,20151118
054054241002,0540542410,0540542,5,,8,,2,,1976,8,1,1,2,,4,20151118
054054302001,0540543020,0540543,4,8,8,2,,1987,,,1,1,2,,4,20151118
054054302001,0540543020,0540543,5,9,9,1,,2007,,,6,1,,,,20151118
054054302001,0540543020,0540543,6,,9,,2,,2012,11,6,1,,,,20151118
054054307001,0540543070,0540543,3,9,9,1,,2007,,,6,1,,,,20151118
054054309001,0540543090,0540543,7,,9,,1,,2006,6,6,1,1,1,,20151118
054054310001,0540543100,0540543,4,8,8,1,,1972,,,1,1,2,,5,20151118
054054310001,0540543100,0540543,5,9,9,1,,1996,,,6,1,1,11,,20151118
054054312002,0540543120,0540543,3,9,9,1,,2007,,,6,1,,,,20151118
054054317001,0540543170,0540543,4,,8,,2,,1988,8,1,1,2,,4,20151118
054054317001,0540543170,0540543,5,9,9,2,,2007,,,6,1,,,,20151118
054054319001,0540543190,0540543,4,,9,,2,,2013,3,6,4,,,,20151118
054054320002,0540543200,0540543,4,9,9,2,,2008,,,6,1,,,,20151118
054054320002,0540543200,0540543,5,,8,,1,,1984,10,1,1,2,,6,20151118
054054323002,0540543230,0540543,4,8,8,1,,1981,,,1,1,2,,4,20151118
054054323002,0540543230,0540543,5,9,9,1,,2004,,,6,1,1,2,,20151118
054054325001,0540543250,0540543,4,8,8,2,,1978,,,1,1,2,,5,20151118
054054325001,0540543250,0540543,5,9,9,1,,2006,,,6,1,1,1,,20151118
054054326001,0540543260,0540543,3,9,9,1,,1995,,,6,1,1,13,,20151118
054054326001,0540543260,0540543,9,,8,,2,,1976,8,1,1,2,,5,20151118
054054328002,0540543280,0540543,3,9,9,1,,2004,,,6,2,1,3,,20151118
054054331001,0540543310,0540543,3,8,8,2,,1959,,,1,1,2,,4,20151118
054054331001,0540543310,0540543,4,9,7,2,,1984,,,1,1,2,,4,20151118
054054331001,0540543310,0540543,5,10,12,1,,1980,,,1,1,2,,5,20151118
054054331001,0540543310,0540543,6,10,12,2,,2003,,,6,1,2,,,20151118
054054332002,0540543320,0540543,4,8,8,1,,1973,,,1,1,2,,4,20151118
