ID,householdID,communityID,HHmemberID,za006,a006,za002,a002,za003_1,a003_1,a003_2,a004,a009,a013,a014,a015,versionID
124099201002,1240992010,1240992,4,,8,,2,,,,1,1,,,,20151118
124099201002,1240992010,1240992,5,,9,,1,,1988,7,1,1,2,,9,20151118
124099202001,1240992020,1240992,2,9,9,2,,1992,,,6,1,2,,9,20151118
124099206002,1240992060,1240992,3,9,9,2,,2004,,,6,1,1,3,,20151118
124099213002,1240992130,1240992,3,9,9,1,,2003,,,6,2,2,,,20151118
124099213002,1240992130,1240992,4,9,9,1,,2003,,,6,2,1,3,,20151118
124099218001,1240992180,1240992,3,,9,,1,,2000,4,6,1,1,6,,20151118
124099221002,1240992210,1240992,4,9,9,2,,1999,,,6,1,1,8,,20151118
124099221002,1240992210,1240992,6,,8,,1,,1977,6,1,1,2,,4,20151118
124099310001,1240993100,1240993,3,,9,,1,,2003,11,6,1,1,3,,20151118
124099316002,1240993160,1240993,4,8,8,2,,1991,,,1,1,2,,6,20151118
124099316002,1240993160,1240993,5,,9,,1,,2011,3,6,1,,,,20151118
124099317001,1240993170,1240993,3,8,8,2,,1973,,,1,1,2,,5,20151118
124099317001,1240993170,1240993,4,9,9,1,,2002,,,6,1,1,5,,20151118
124099320001,1240993200,1240993,3,9,9,1,,2006,,,6,1,1,1,,20151118
124099320001,1240993200,1240993,6,,8,,1,,1980,4,1,1,2,,4,20151118
124099325001,1240993250,1240993,3,,9,,2,,2006,8,6,4,1,1,,20151118
134004102001,1340041020,1340041,4,8,8,2,,1978,,,1,2,2,,8,20151118
134004102001,1340041020,1340041,5,9,9,2,,1991,,,6,2,2,,9,20151118
134004102001,1340041020,1340041,6,9,9,2,,2001,,,6,2,1,7,,20151118
134004106002,1340041060,1340041,5,,8,,1,,1989,6,1,1,2,,5,20151118
134004107001,1340041070,1340041,4,,12,,1,,1973,4,4,1,2,,8,20151118
134004301001,1340043010,1340043,3,9,9,1,,2005,,,6,2,1,2,,20151118
134004304002,1340043040,1340043,3,,,1,,,,,,,,,,20151118
134004309001,1340043090,1340043,3,,9,,2,,2010,7,6,2,,,,20151118
134004311002,1340043110,1340043,3,9,9,1,,2007,,,6,2,,,,20151118
134004312001,1340043120,1340043,3,8,8,2,,1985,,,1,1,2,,6,20151118
134004312001,1340043120,1340043,4,9,9,1,,2007,,,6,2,,,,20151118
134902105002,1349021050,1349021,4,8,8,2,,1987,,,1,1,2,,1,20151118
134902106002,1349021060,1349021,4,9,9,2,,2007,,,6,1,,,,20151118
134902106002,1349021060,1349021,6,,9,,2,,2007,8,6,1,,,,20151118
134902107001,1349021070,1349021,2,8,8,2,,1980,,,1,1,2,,2,20151118
134902107001,1349021070,1349021,4,9,9,2,,2004,,,6,1,1,5,,20151118
134902107001,1349021070,1349021,5,9,9,2,,2008,,,6,1,,,,20151118
134902108001,1349021080,1349021,3,8,8,1,,1971,,,1,1,2,,2,20151118
134902108001,1349021080,1349021,5,9,9,1,,2000,,,6,1,1,8,,20151118
134902110002,1349021100,1349021,4,8,8,2,,1968,,,1,1,2,,1,20151118
134902110002,1349021100,1349021,5,9,9,2,,1990,,,6,1,1,17,,20151118
134902110002,1349021100,1349021,6,9,9,1,,1995,,,6,1,1,13,,20151118
134902111001,1349021110,1349021,5,9,9,1,,2002,,,6,1,1,5,,20151118
134902114001,1349021140,1349021,3,9,9,2,,1990,,,1,1,2,,2,20151118
134902114001,1349021140,1349021,4,9,9,2,,1993,,,6,1,2,,2,20151118
134902114001,1349021140,1349021,5,,12,,1,,1986,,1,1,2,,4,20151118
134902115001,1349021150,1349021,3,9,9,2,,2000,,,6,1,1,8,,20151118
134902116001,1349021160,1349021,2,8,8,2,,1963,,,1,1,2,,2,20151118
134902116001,1349021160,1349021,7,,12,,2,,2011,3,6,1,,,,20151118
134902118001,1349021180,1349021,3,8,8,2,,1973,,,1,1,2,,1,20151118
134902118001,1349021180,1349021,4,9,9,1,,1999,,,6,1,1,8,,20151118
134902120001,1349021200,1349021,4,8,8,2,,1976,,,1,1,2,,4,20151118
134902120001,1349021200,1349021,5,9,9,2,,1982,,,6,1,2,,6,20151118
134902120001,1349021200,1349021,6,9,9,1,,1999,,,6,1,1,9,,20151118
134902122001,1349021220,1349021,3,,9,,2,,1979,3,1,1,2,,5,20151118
134902122001,1349021220,1349021,5,,12,,1,,1977,8,1,1,2,,5,20151118
134902122001,1349021220,1349021,6,,12,,1,,2000,9,6,1,1,8,,20151118
134902122001,1349021220,1349021,7,,12,,2,,2000,9,6,1,1,8,,20151118
134902122001,1349021220,1349021,8,,12,,1,,2003,8,6,1,1,5,,20151118
134902123002,1349021230,1349021,6,,8,,2,,,,1,1,,,,20151118
134902203001,1349022030,1349022,2,8,8,1,,1965,,,1,1,2,,,20151118
134902204001,1349022040,1349022,3,8,8,2,,1966,,,1,1,2,,4,20151118
134902204001,1349022040,1349022,4,9,9,1,,1989,,,6,2,2,,8,20151118
134902204001,1349022040,1349022,5,9,9,2,,1991,,,6,1,1,18,,20151118
134902205001,1349022050,1349022,3,8,8,2,,1987,,,1,1,2,,4,20151118
134902205001,1349022050,1349022,4,9,9,1,,2010,,,6,1,,,,20151118
134902205001,1349022050,1349022,5,9,9,1,,1996,,,6,1,1,12,,20151118
134902205001,1349022050,1349022,6,9,9,2,,2000,,,6,1,1,7,,20151118
134902205001,1349022050,1349022,8,8,8,2,,1976,,,1,1,2,,4,20151118
134902207001,1349022070,1349022,3,8,8,2,,1959,,,1,1,2,,6,20151118
134902211001,1349022110,1349022,3,9,9,1,,2004,,,6,1,1,3,,20151118
134902215001,1349022150,1349022,4,9,9,1,,2000,,,6,1,1,7,,20151118
134902215001,1349022150,1349022,5,,8,,2,,1979,6,1,1,2,,5,20151118
134902218001,1349022180,1349022,3,9,9,1,,1905,,,6,1,1,2,,20151118
134902218001,1349022180,1349022,6,8,8,2,,1989,,,1,1,2,,4,20151118
134902218001,1349022180,1349022,7,,8,,2,,1992,2,2,1,2,,5,20151118
134902219002,1349022190,1349022,5,,9,,1,,1993,,6,2,1,18,,20151118
134902219002,1349022190,1349022,6,,9,,2,,1992,,6,1,2,,7,20151118
134902220002,1349022200,1349022,3,8,8,2,,,,,1,1,,,,20151118
134902220002,1349022200,1349022,5,9,9,1,,1992,,,6,1,2,,4,20151118
134902220002,1349022200,1349022,6,9,9,1,,1994,,,1,1,2,,4,20151118
134902224001,1349022240,1349022,3,,8,,2,,1973,,1,1,2,,2,20151118
134902224001,1349022240,1349022,5,,9,,2,,1997,,6,1,1,12,,20151118
134902224001,1349022240,1349022,6,,9,,1,,2005,,6,1,1,4,,20151118
134902225001,1349022250,1349022,5,,8,,2,,,,1,1,,,,20151118
134902225001,1349022250,1349022,6,,9,,1,,2012,4,6,1,,,,20151118
134902229001,1349022290,1349022,5,,8,,2,,1979,,1,1,2,,5,20151118
134902229001,1349022290,1349022,6,,9,,2,,2010,4,6,1,,,,20151118
134902302001,1349023020,1349023,2,8,8,2,,1976,,,1,1,2,,4,20151118
134902302001,1349023020,1349023,3,9,9,1,,2006,,,6,1,1,2,,20151118
134902304002,1349023040,1349023,4,8,8,2,,1986,,,1,1,2,,5,20151118
134902304002,1349023040,1349023,5,9,9,1,,2010,,,6,1,,,,20151118
134902306002,1349023060,1349023,3,8,8,2,,1970,,,1,1,2,,,20151118
134902306002,1349023060,1349023,4,9,9,1,,2002,,,6,1,1,4,,20151118
134902310001,1349023100,1349023,4,8,8,2,,1974,,,1,1,2,,1,20151118
134902310001,1349023100,1349023,5,9,9,1,,1993,,,6,1,2,,5,20151118
134902310001,1349023100,1349023,6,9,9,2,,1992,,,6,1,1,13,,20151118
134902312002,1349023120,1349023,5,8,8,2,,1988,,,1,1,2,,7,20151118
134902312002,1349023120,1349023,7,9,9,2,,2010,,,6,1,,,,20151118
134902312002,1349023120,1349023,8,,9,,1,,2012,12,6,1,,,,20151118
134902313001,1349023130,1349023,3,8,8,2,,1986,,,1,1,2,,5,20151118
134902313001,1349023130,1349023,4,9,9,1,,2008,,,6,1,,,,20151118
134902313001,1349023130,1349023,6,,9,,1,,2011,2,6,1,,,,20151118
134902314002,1349023140,1349023,9,,8,,2,,1990,10,1,1,2,,4,20151118
134902314002,1349023140,1349023,10,,9,,2,,2010,4,6,1,,,,20151118
134902314002,1349023140,1349023,11,,9,,1,,2012,3,6,1,,,,20151118
134902316002,1349023160,1349023,4,9,9,1,,2004,,,6,1,1,1,,20151118
134902317001,1349023170,1349023,4,8,8,2,,1973,,,1,1,2,,4,20151118
134902317001,1349023170,1349023,5,9,9,1,,2004,,,6,1,1,4,,20151118
134902317001,1349023170,1349023,6,9,9,2,,1997,,,6,1,1,9,,20151118
134902320002,1349023200,1349023,4,8,8,2,,1991,,,1,1,2,,4,20151118
134902320002,1349023200,1349023,6,9,9,2,,2008,,,6,1,,,,20151118
134902321002,1349023210,1349023,4,8,8,2,,1985,,,1,1,2,,5,20151118
134902321002,1349023210,1349023,5,9,9,2,,2005,,,6,1,1,2,,20151118
134902321002,1349023210,1349023,6,9,9,1,,2008,,,6,1,,,,20151118
134902322001,1349023220,1349023,4,8,8,2,,,1990,4,2,1,2,,4,20151118
134902322001,1349023220,1349023,6,,9,,2,,2011,10,6,1,,,,20151118
134902325001,1349023250,1349023,4,8,8,2,,1988,,,1,1,2,,4,20151118
134902325001,1349023250,1349023,5,9,9,1,,2010,,,6,1,,,,20151118
134902327001,1349023270,1349023,2,,12,,,,,,,,,,,20151118
134902327001,1349023270,1349023,4,,,,,,,,,,,,,20151118
135559104002,1355591040,1355591,5,9,9,2,,2005,,,5,1,1,2,,20151118
135559104002,1355591040,1355591,6,9,9,2,,2008,,,6,1,,,,20151118
135559104002,1355591040,1355591,7,9,9,2,,2001,,,6,1,1,6,,20151118
135559104002,1355591040,1355591,8,9,9,2,,1999,,,6,1,1,8,,20151118
135559104002,1355591040,1355591,9,8,8,2,,1986,,,1,1,2,,2,20151118
135559105002,1355591050,1355591,3,9,9,1,,1996,,,6,4,1,,,20151118
135559106001,1355591060,1355591,3,9,9,1,,2003,,,6,1,1,4,,20151118
135559107001,1355591070,1355591,3,9,9,2,,1999,,,6,1,1,7,,20151118
135559108001,1355591080,1355591,3,9,9,2,,2006,,,6,1,1,1,,20151118
135559108001,1355591080,1355591,4,9,9,1,,2008,,,6,1,,,,20151118
135559109001,1355591090,1355591,2,8,8,2,,1971,,,1,1,2,,4,20151118
135559110001,1355591100,1355591,2,9,9,2,,1991,,,2,1,2,,1,20151118
135559110001,1355591100,1355591,3,,8,,2,,1964,,2,1,2,,1,20151118
135559110001,1355591100,1355591,4,,12,,2,,2012,1,6,1,,,,20151118
135559110001,1355591100,1355591,5,,9,,2,,1992,7,6,1,2,,1,20151118
135559111001,1355591110,1355591,4,9,9,2,,2002,,,6,1,1,4,,20151118
135559111001,1355591110,1355591,5,9,9,1,,2008,,,6,1,,,,20151118
135559112001,1355591120,1355591,3,,9,,2,,1997,9,6,1,2,,5,20151118
135559112001,1355591120,1355591,4,,9,,2,,2002,9,6,1,1,5,,20151118
135559113001,1355591130,1355591,4,8,8,2,,1988,,,1,1,2,,5,20151118
135559113001,1355591130,1355591,5,9,9,2,,2009,,,6,1,,,,20151118
135559114002,1355591140,1355591,4,9,9,2,,1996,,,6,1,1,8,,20151118
135559114002,1355591140,1355591,5,9,9,2,,1999,,,6,1,1,7,,20151118
135559116001,1355591160,1355591,3,9,9,1,,1999,,,6,1,2,,4,20151118
135559116001,1355591160,1355591,4,9,9,1,,2004,,,6,1,1,3,,20151118
135559118001,1355591180,1355591,3,8,8,2,,1971,,,1,1,2,,2,20151118
135559118001,1355591180,1355591,4,9,9,2,,1994,,,6,1,2,,5,20151118
135559118001,1355591180,1355591,5,9,9,2,,1999,,,6,1,1,7,,20151118
135559118001,1355591180,1355591,6,9,9,2,,2005,,,6,1,1,2,,20151118
135559118001,1355591180,1355591,7,9,9,1,,2005,,,6,1,1,1,,20151118
135559120001,1355591200,1355591,2,9,9,1,,1998,,,6,1,1,8,,20151118
135559120001,1355591200,1355591,3,9,9,2,,2004,,,6,1,1,3,,20151118
135559120001,1355591200,1355591,4,,7,,1,,,,1,1,,,,20151118
135559120001,1355591200,1355591,5,,8,,2,,,,1,1,,,,20151118
135559123001,1355591230,1355591,3,9,9,2,,2011,,,6,1,,,,20151118
135559123001,1355591230,1355591,4,8,8,1,,1983,,,1,1,2,,5,20151118
135559124001,1355591240,1355591,3,8,,2,,1982,,,1,1,2,,6,20151118
135559124001,1355591240,1355591,4,9,9,1,,2005,,,6,1,1,3,,20151118
135559124001,1355591240,1355591,5,9,9,1,,2011,,,6,1,,,,20151118
135559126002,1355591260,1355591,5,9,9,1,,2002,,,6,1,1,4,,20151118
135559126002,1355591260,1355591,6,9,9,1,,2006,,,6,1,1,2,,20151118
135559128001,1355591280,1355591,4,8,8,2,,1973,,,1,1,2,,4,20151118
135559128001,1355591280,1355591,5,9,9,1,,1997,,,6,1,1,12,,20151118
135559128001,1355591280,1355591,6,9,9,1,,1998,,,6,1,1,11,,20151118
135559130002,1355591300,1355591,4,,8,,2,,1988,,1,1,2,,5,20151118
135559130002,1355591300,1355591,6,,9,,2,,2011,6,6,1,,,,20151118
135559133001,1355591330,1355591,3,,8,,2,,1969,8,1,1,2,,4,20151118
135559202001,1355592020,1355592,2,,8,,2,,,,2,1,,,,20151118
135559202001,1355592020,1355592,3,,9,,1,,2012,11,6,1,,,,20151118
135559203001,1355592030,1355592,3,8,8,2,,1975,,,2,1,2,,1,20151118
135559203001,1355592030,1355592,4,9,9,1,,1993,,,6,1,1,13,,20151118
135559203001,1355592030,1355592,5,9,9,1,,1996,,,6,1,1,11,,20151118
135559204001,1355592040,1355592,2,8,8,1,,,,,1,1,,,,20151118
135559204001,1355592040,1355592,4,9,9,2,,,,,6,1,,,,20151118
135559204001,1355592040,1355592,5,9,9,1,,,,,6,1,,,,20151118
135559204001,1355592040,1355592,7,9,9,2,,,,,6,1,,,,20151118
135559207001,1355592070,1355592,4,9,9,2,,2007,,,6,1,,,,20151118
135559211001,1355592110,1355592,3,9,9,1,,2002,,,6,1,1,4,,20151118
135559213001,1355592130,1355592,2,8,8,2,,1966,,,1,1,2,,2,20151118
135559213001,1355592130,1355592,3,9,9,1,,1992,,,6,1,2,,5,20151118
135559214001,1355592140,1355592,2,8,8,2,,1975,,,1,1,2,,6,20151118
135559214001,1355592140,1355592,3,9,9,1,,1996,,,6,1,1,11,,20151118
135559214001,1355592140,1355592,4,9,9,2,,1998,,,6,1,1,9,,20151118
135559217002,1355592170,1355592,4,,8,,2,,1993,11,1,1,2,,5,20151118
135559218002,1355592180,1355592,3,9,9,1,,1994,,,6,1,1,,,20151118
135559218002,1355592180,1355592,4,9,9,1,,1996,,,6,1,1,12,,20151118
135559219002,1355592190,1355592,4,8,8,2,,1981,,,1,1,2,,5,20151118
135559219002,1355592190,1355592,5,,9,,2,,2013,3,6,1,,,,20151118
135559220001,1355592200,1355592,3,,9,,2,,2013,2,6,1,,,,20151118
135559221001,1355592210,1355592,3,8,8,2,,1974,,,1,1,2,,2,20151118
135559221001,1355592210,1355592,4,9,9,2,,2007,,,6,1,,,,20151118
135559221001,1355592210,1355592,5,,9,,2,,2012,8,6,1,,,,20151118
135559301002,1355593010,1355593,4,9,9,1,,2009,,,6,1,,,,20151118
135559301002,1355593010,1355593,7,,8,,1,,1984,,2,1,2,,,20151118
135559303001,1355593030,1355593,2,8,8,2,,1967,,,1,1,2,,4,20151118
135559303001,1355593030,1355593,5,9,9,2,,1998,,,6,1,1,7,,20151118
135559304001,1355593040,1355593,2,8,8,2,,1971,,,1,1,2,,2,20151118
135559304001,1355593040,1355593,3,9,9,2,,1992,,,6,1,1,15,,20151118
135559304001,1355593040,1355593,4,9,9,2,,1994,,,6,1,1,13,,20151118
135559304001,1355593040,1355593,5,9,9,1,,1996,,,6,1,1,12,,20151118
135559305002,1355593050,1355593,4,8,8,2,,1982,,,1,1,2,,5,20151118
135559305002,1355593050,1355593,5,9,9,1,,2003,,,6,1,1,5,,20151118
135559305002,1355593050,1355593,6,9,9,1,,2006,,,6,1,1,1,,20151118
135559309002,1355593090,1355593,3,9,9,2,,1998,,,6,1,1,11,,20151118
135559309002,1355593090,1355593,4,9,9,1,,2001,,,6,1,1,7,,20151118
135559310001,1355593100,1355593,2,8,8,2,,1982,,,5,1,2,,5,20151118
135559310001,1355593100,1355593,3,9,9,2,,2002,,,6,1,1,6,,20151118
135559310001,1355593100,1355593,4,9,9,2,,2008,,,6,1,,,,20151118
135559312001,1355593120,1355593,2,8,8,2,,1976,,,1,1,2,,,20151118
135559312001,1355593120,1355593,3,9,9,2,,2005,,,6,1,1,1,,20151118
135559312001,1355593120,1355593,4,9,9,2,,2008,,,6,1,,,,20151118
135559312001,1355593120,1355593,5,9,9,1,,2011,,,6,1,,,,20151118
135559314001,1355593140,1355593,4,8,8,2,,1982,,,1,1,2,,5,20151118
135559314001,1355593140,1355593,5,9,9,1,,2005,,,6,1,1,2,,20151118
135559314001,1355593140,1355593,6,9,9,1,,2008,,,6,1,,,,20151118
135559317001,1355593170,1355593,3,9,9,2,,1997,,,6,1,2,,4,20151118
135559317001,1355593170,1355593,4,9,9,1,,1991,,,6,1,2,,4,20151118
135559318001,1355593180,1355593,4,9,9,1,,1997,,,6,1,1,12,,20151118
135559318001,1355593180,1355593,5,9,9,1,,1999,,,6,1,1,7,,20151118
135559323001,1355593230,1355593,2,8,8,2,,1974,,,2,1,2,,2,20151118
135559323001,1355593230,1355593,4,9,9,1,,2005,,,6,1,1,3,,20151118
135559323001,1355593230,1355593,5,,9,,2,,1996,7,6,1,1,15,,20151118
135559325002,1355593250,1355593,3,9,9,2,,2004,,,6,1,1,5,,20151118
135559325002,1355593250,1355593,4,9,9,1,,2008,,,6,1,,,,20151118
135559328001,1355593280,1355593,4,10,12,2,,2010,,,6,1,,,,20151118
135559328001,1355593280,1355593,7,8,8,2,,1955,,,1,1,2,,4,20151118
135559328001,1355593280,1355593,9,,12,,1,,2011,7,6,1,,,,20151118
135559329001,1355593290,1355593,6,,8,,2,,1990,3,1,1,2,,5,20151118
135559331001,1355593310,1355593,4,,8,,2,,1985,4,1,1,2,,4,20151118
135559331001,1355593310,1355593,5,,9,,1,,2002,10,6,1,1,4,,20151118
135559331001,1355593310,1355593,6,,9,,1,,2006,3,6,1,1,2,,20151118
135559331001,1355593310,1355593,7,,9,,1,,2012,2,6,1,,,,20151118
138202102002,1382021020,1382021,4,9,9,1,,2002,,,6,1,1,5,,20151118
138202105001,1382021050,1382021,4,8,8,2,,1989,,,1,1,2,,5,20151118
138202105001,1382021050,1382021,5,9,9,2,,2011,,,6,1,,,,20151118
138202114001,1382021140,1382021,4,,8,,2,,1992,10,2,1,2,,4,20151118
138202118002,1382021180,1382021,4,8,8,2,,1989,,,1,1,2,,5,20151118
138202118002,1382021180,1382021,6,9,9,2,,2011,,,6,1,,,,20151118
138202120001,1382021200,1382021,3,8,8,2,,1975,,,1,1,2,,2,20151118
138202120001,1382021200,1382021,4,9,9,2,,1998,,,6,1,1,8,,20151118
138202120001,1382021200,1382021,5,9,9,2,,2004,,,6,1,1,3,,20151118
138202122001,1382021220,1382021,2,8,8,2,,1976,,,1,1,2,,1,20151118
138202122001,1382021220,1382021,3,9,9,1,,2000,,,6,1,1,7,,20151118
138202125001,1382021250,1382021,3,8,8,2,,1971,,,1,1,2,,2,20151118
138202125001,1382021250,1382021,5,9,9,1,,1993,,,6,1,1,18,,20151118
138202202001,1382022020,1382022,2,8,8,2,,1957,,,1,1,2,,1,20151118
138202202001,1382022020,1382022,4,9,9,1,,1985,,,6,1,2,,1,20151118
138202206001,1382022060,1382022,3,9,9,1,,2009,,,6,2,,,,20151118
138202209002,1382022090,1382022,4,8,8,2,,1982,,,1,1,2,,5,20151118
138202209002,1382022090,1382022,5,9,9,2,,2000,,,6,1,1,5,,20151118
138202209002,1382022090,1382022,6,9,9,2,,2008,,,6,1,,,,20151118
138202212002,1382022120,1382022,3,8,8,2,,1966,,,1,1,2,,2,20151118
138202212002,1382022120,1382022,4,9,9,1,,1999,,,6,1,1,8,,20151118
138202215002,1382022150,1382022,4,8,8,2,,1989,,,1,1,2,,5,20151118
138202215002,1382022150,1382022,6,,9,,2,,2012,7,6,1,,,,20151118
138202216002,1382022160,1382022,4,8,8,2,,1985,,,1,1,2,,5,20151118
138202216002,1382022160,1382022,5,9,9,2,,2007,,,6,1,,,,20151118
138202216002,1382022160,1382022,6,9,9,2,,2010,,,6,1,,,,20151118
138202218001,1382022180,1382022,4,8,8,2,,,1980,9,1,1,2,,2,20151118
138202218001,1382022180,1382022,5,9,9,2,,2002,,,6,1,1,5,,20151118
138202219002,1382022190,1382022,4,9,9,1,,2001,,,6,1,1,6,,20151118
138202220001,1382022200,1382022,2,8,8,2,,1983,,,1,1,2,,5,20151118
138202220001,1382022200,1382022,3,9,9,2,,2008,,,6,1,,,,20151118
138202220001,1382022200,1382022,7,,9,,1,,2011,8,6,1,,,,20151118
138202222002,1382022220,1382022,3,9,9,2,,2007,,,6,1,,,,20151118
138202223002,1382022230,1382022,3,8,8,2,,1976,,,1,1,2,,5,20151118
138202223002,1382022230,1382022,4,9,9,1,,1998,,,6,1,1,9,,20151118
138202224001,1382022240,1382022,3,,9,,2,,2012,11,6,1,,,,20151118
138202226001,1382022260,1382022,4,9,9,1,,1998,,,6,1,1,8,,20151118
138202301001,1382023010,1382023,4,9,9,1,,2011,,,6,1,,,,20151118
138202301001,1382023010,1382023,5,8,8,2,,1988,,,1,1,2,,5,20151118
138202304001,1382023040,1382023,4,,8,,2,,1992,12,1,1,2,,7,20151118
138202305001,1382023050,1382023,3,8,8,2,,1963,,,1,1,2,,6,20151118
138202305001,1382023050,1382023,4,,9,,1,,1990,7,6,1,2,,7,20151118
138202307001,1382023070,1382023,3,,9,,1,,1999,4,6,1,1,7,,20151118
138202309002,1382023090,1382023,4,,8,,2,,1974,,1,1,2,,2,20151118
138202309002,1382023090,1382023,5,,9,,1,,2006,,6,1,1,11,,20151118
138202313002,1382023130,1382023,4,,8,,1,,1971,,1,1,2,,5,20151118
138202313002,1382023130,1382023,5,,9,,1,,1993,6,6,2,1,17,,20151118
138202315001,1382023150,1382023,2,8,8,2,,1965,,,1,1,2,,5,20151118
138202315001,1382023150,1382023,4,9,9,2,,1987,,,6,2,2,,8,20151118
138202317001,1382023170,1382023,3,9,9,1,,1989,,,6,1,2,,7,20151118
138202318002,1382023180,1382023,3,8,8,2,,1987,,,2,1,2,,5,20151118
138202318002,1382023180,1382023,4,9,9,1,,2010,,,6,1,,,,20151118
138202319001,1382023190,1382023,3,9,9,2,,2010,,,6,1,,,,20151118
138202319001,1382023190,1382023,4,,8,,2,,1987,,1,1,2,,5,20151118
138202327002,1382023270,1382023,4,,9,,1,,1998,,6,1,1,,,20151118
138202328001,1382023280,1382023,4,8,8,2,,1980,,,1,1,2,,7,20151118
138202328001,1382023280,1382023,5,9,9,1,,2002,,,6,1,1,5,,20151118
138202332001,1382023320,1382023,2,9,9,2,,1997,,,1,1,2,,5,20151118
138202332001,1382023320,1382023,4,9,9,1,,1988,,,1,1,2,,,20151118
138202332001,1382023320,1382023,5,8,8,2,,1966,,,1,1,2,,,20151118
138202336002,1382023360,1382023,4,,,,,,,,,,,,,20151118
141154101002,1411541010,1411541,1,5,5,1,,1942,,,6,1,2,,1,20151118
141154104001,1411541040,1411541,4,8,8,2,,1990,,,1,1,2,,,20151118
141154104001,1411541040,1411541,5,,9,,1,,2011,8,6,1,,,,20151118
141154105002,1411541050,1411541,2,8,8,2,,1980,,,1,1,2,,5,20151118
141154105002,1411541050,1411541,5,9,9,2,,2003,,,6,1,1,4,,20151118
141154109001,1411541090,1411541,3,9,9,2,,2002,,,6,1,1,7,,20151118
141154111003,1411541110,1411541,4,,8,,2,,1988,2,1,1,2,,4,20151118
141154111003,1411541110,1411541,5,,9,,1,,2012,8,6,1,,,,20151118
141154117001,1411541170,1411541,3,9,9,1,,1997,,,6,1,2,,5,20151118
141154117001,1411541170,1411541,5,,8,,2,,1977,8,1,1,2,,4,20151118
141154127002,1411541270,1411541,5,,8,,2,,1979,3,1,1,2,,4,20151118
141154127002,1411541270,1411541,6,,9,,2,,2003,11,6,1,1,5,,20151118
141154203001,1411542030,1411542,1,8,8,1,,1951,,,1,2,2,,5,20151118
141154210001,1411542100,1411542,4,,9,,2,,2004,2,6,1,1,4,,20151118
141154211001,1411542110,1411542,2,,8,,1,,,,2,2,,,,20151118
141154211001,1411542110,1411542,3,,9,,1,,2008,7,6,2,,,,20151118
141154301002,1411543010,1411543,4,8,8,2,,1978,,,1,1,2,,5,20151118
141154301002,1411543010,1411543,5,9,9,2,,2006,,,6,1,1,1,,20151118
141154305002,1411543050,1411543,2,8,8,2,,1976,,,1,1,2,,,20151118
141154305002,1411543050,1411543,5,9,9,1,,2000,,,6,1,1,7,,20151118
141154313001,1411543130,1411543,3,8,8,2,,1972,,,1,1,2,,4,20151118
141154313001,1411543130,1411543,4,9,9,2,,1994,,,6,1,1,20,,20151118
141154314001,1411543140,1411543,4,,8,,2,,1985,10,1,1,2,,4,20151118
141154314001,1411543140,1411543,5,,9,,2,,2010,5,6,1,,,,20151118
141154320002,1411543200,1411543,4,8,8,2,,1975,,,1,1,2,,5,20151118
141154320002,1411543200,1411543,5,9,9,1,,1998,,,6,1,1,11,,20151118
142403102001,1424031020,1424031,2,,8,,2,,1965,9,2,2,2,,6,20151118
142403110001,1424031100,1424031,4,,8,,2,,,,1,2,,,,20151118
142403110001,1424031100,1424031,5,,9,,1,,,,6,2,,,,20151118
142403112002,1424031120,1424031,4,,9,,1,,2011,8,6,2,,,,20151118
142403112002,1424031120,1424031,5,,9,,2,,2004,2,6,2,1,3,,20151118
142403114001,1424031140,1424031,4,9,9,1,,2004,,,6,1,1,1,,20151118
142403114001,1424031140,1424031,5,,9,,2,,1997,12,6,1,2,,5,20151118
142403124002,1424031240,1424031,3,,9,,1,,2004,6,6,1,1,5,,20151118
142403125001,1424031250,1424031,4,,8,,1,,,,1,2,,,,20151118
142403125001,1424031250,1424031,5,,9,,2,,2005,,6,2,1,2,,20151118
142403205001,1424032050,1424032,6,8,8,2,,1981,,,1,2,2,,,20151118
142403208001,1424032080,1424032,4,9,9,2,,2001,,,6,2,1,6,,20151118
142403211001,1424032110,1424032,1,8,,2,,1962,,,,,,,,20151118
142403213001,1424032130,1424032,5,,8,,2,,1988,,1,2,2,,7,20151118
142403213001,1424032130,1424032,6,,9,,1,,2013,10,6,2,,,,20151118
142403223001,1424032230,1424032,3,,8,,2,,,,1,2,,,,20151118
142403224001,1424032240,1424032,3,,8,,2,,1962,10,1,2,2,,5,20151118
142403224001,1424032240,1424032,4,,9,,2,,1985,12,6,2,1,9,,20151118
142403305001,1424033050,1424033,3,9,9,2,,1996,,,6,2,1,12,,20151118
142403308001,1424033080,1424033,2,9,9,1,,1982,,,6,2,2,,4,20151118
142403308001,1424033080,1424033,3,9,9,1,,1988,,,6,2,2,,8,20151118
142403308001,1424033080,1424033,4,8,8,2,,1962,,,1,2,2,,6,20151118
142403311001,1424033110,1424033,4,,9,,1,,1983,1,6,2,2,,5,20151118
142403315001,1424033150,1424033,1,,8,,1,,,,2,1,,,,20151118
142403315001,1424033150,1424033,3,,9,,2,,1999,10,6,1,1,9,,20151118
142403315001,1424033150,1424033,4,,9,,2,,2005,7,6,1,1,2,,20151118
142403321001,1424033210,1424033,4,,5,,2,,1967,7,4,2,2,,5,20151118
142403323001,1424033230,1424033,1,,8,,1,,1961,,1,2,2,,4,20151118
142403323001,1424033230,1424033,2,,7,,2,,1962,7,1,2,2,,5,20151118
